ATVI,Activision Blizzard Inc,20110921,EA wants Facebook's users  $3 billion in digital sales ,NEW YORK Electronic Arts Inc may never recover its Silicon Valley swagger. But maybe it doesn't have to  its top executive says.,topStory
LMT,Lockheed Martin Corporation,20110921,China warns against U.S. F-16 upgrade for Taiwan ,WASHINGTON/BEIJING The Obama administration told the U.S. Congress on Wednesday that it planned a $5.3 billion upgrade of Taiwan's F-16 fighter fleet  angering Beijing but disappointing new arms-sales advocates.,topStory
LMT,Lockheed Martin Corporation,20110921,UPDATE 3-China warns against U.S. F-16 upgrade for Taiwan , * U.S. moves to retrofit Taiwan's aging F-16 fighters,normal
LMT,Lockheed Martin Corporation,20110921,China condemns U.S. arms sales offer to Taiwan ,WASHINGTON/TAIPEI The Obama administration informed Congress on Wednesday that it plans to upgrade Taiwan's aging F-16 fighter jets  drawing strong condemnation from China which called it a "grave interference" in its internal affairs.,normal
LMT,Lockheed Martin Corporation,20110921,UPDATE 1-China curbs military ties after U.S. arms sale to Taiwan , BEIJING  Sept 22 China on Thursday condemned the United States for its latest arms sales offer to Taiwan  calling the decision "grave interference" in Chinese internal affairs and warning it will damage U.S. military and security ties with Beijing.,normal
LMT,Lockheed Martin Corporation,20110921,US moves to retrofit Taiwan's F-16 fighter fleet , * Taiwan says F-16 upgrade to contribute to regional peace,normal
LMT,Lockheed Martin Corporation,20110921,U.S. moves to upgrade Taiwan's F-16 fighter fleet ,WASHINGTON The Obama administration formally notified Congress on Wednesday of a potential $5.3 billion upgrade of Taiwan's existing fleet of U.S.-built F-16 fighter jets despite China's opposition to such arms deals.,normal
LMT,Lockheed Martin Corporation,20110921,US moves to upgrade Taiwan's F-16 fighter fleet , WASHINGTON  Sept 21 The Obama administration formally notified the U.S. Congress on Wednesday of a potential $5.3 billion upgrade of Taiwan's existing fleet of U.S.-built F-16 fighter jets despite China's opposition to such arms deals.,normal
LMT,Lockheed Martin Corporation,20110921,RPT-UPDATE 1-U.S. govt concerned at hacking of Japan arms firms , * U.S. pressuring Japan to shore up cyber defenses -source,normal
LMT,Lockheed Martin Corporation,20110921,U.S. government concerned at hacking of Japan arms firms ,TOKYO The United States on Wednesday expressed concern about recent cyber attacks on defense contractors in Japan  which build U.S.-designed missiles  warships and military aircraft  calling for the attacks to be taken seriously.,normal
LMT,Lockheed Martin Corporation,20110921,RPT-U.S. govt concerned at hacking of Japan arms firms , TOKYO  Sept 21 The U.S. government is concerned about cyber attacks on Japanese defence contractors including Mitsubishi Heavy Industries   which builds F-15 fighter jets  Patriot missiles and other U.S. designed weapons for Japan's military  urging such attacks be taken seriously  the U.S. embassy in Tokyo said.,normal
MDC,MDC Holdings Inc,20110921,"Buying frenzy" lawsuit vs homebuilders revived ,A federal appeals court revived a lawsuit by homeowners who accused eight major homebuilders of causing them to overpay for their homes by marketing nearby houses to high-risk borrowers who later went into foreclosure.,topStory
MDC,MDC Holdings Inc,20110921,UPDATE 3-"Buying frenzy" lawsuit vs U.S. homebuilders revived , * DR Horton  Lennar  PulteGroup  5 other homebuilders sued,normal
M,Macy&#39;s Inc,20110921,Holiday retail sales expected to be tepid ,U.S. retailers may see more moderate sales gains this holiday season as persistently high unemployment and steeper gasoline and grocery prices prompt shoppers to think twice about spending  according to early forecasts.,topStory
M,Macy&#39;s Inc,20110921,UPDATE 4-U.S. holiday retail sales expected to be tepid , * ShopperTrak forecasts U.S. holiday retail sales up 3 pct,normal
MGA,Magna International Inc,20110921,Opel labor rep says SAIC should get Opel stake ,FRANKFURT Opel's labor chief called for U.S. carmaker General Motors Co  to offer shares in Opel to its joint venture partner Shanghai Automotive Industry Corporation (SAIC) in a renewed push for more independence.,topStory
MPC,Marathon Petroleum Corporation,20110921,US Cash Products-Midwest gasoline down on lower demand , * Gulf Coast gasoline steady as supply up  (Updates with end-day prices),topStory
MA,Mastercard Incorporated,20110921,Heartland Payment sees growth in market share  margins ,Payment processor Heartland Payment Systems Inc  sees scope for growing its market share and margins at a time when the sluggish U.S. economy is expected to hurt its larger rivals.,topStory
MCD,McDonald&#39;s Corporation,20110921,Criminal probe targets seven Midwest IHOPs ,Federal agents executed search warrants against seven IHOP restaurants owned by a single franchisee in Ohio and Indiana  a spokesman for parent company DineEquity Inc said on Wednesday.,topStory
MCD,McDonald&#39;s Corporation,20110921,UPDATE 1-U.S. criminal probe targets 7 Midwest IHOPs , * FBI  IRS  ICE agents involved in ongoing criminal probe,normal
MDP,Meredith Corporation,20110921,French papers team up to break Apple stranglehold ,PARIS Apple's tight control over media content on its iPad is about to fall foul of some of France's most powerful newspapers and magazines  which hope that by teaming up they can stop the technology giant from dictating the terms of their distribution.,topStory
MDP,Meredith Corporation,20110921,French papers team up to break Apple stranglehold , * Growing dismay among publishers on Apple's iPad terms,normal
MET,MetLife Inc,20110921,INSIGHT-Fed's new rate policy twists insurers into a knot , * Insurers stuck with fixed payouts on policies  annuities,topStory
MON,Monsanto Company,20110921,Monsanto wins lawsuit against Indiana soybean farmer ,Monsanto Co.  the world's largest seed company  has prevailed in another lawsuit against a U.S. farmer  earning a ruling from a federal appeals court that protects Monsanto's interests even when its patented seeds are sold in a mix of undifferentiated "commodity" seeds.,topStory
MON,Monsanto Company,20110921,UPDATE 1-Monsanto wins lawsuit against Indiana soybean farmer , * Farmer bought mix of unmarked seeds from grain elevator,normal
MON,Monsanto Company,20110921,UPDATE 1-Monsanto wins lawsuit against Indiana soybean farmer , * Farmer bought mix of unmarked seeds from grain elevator,normal
MCO,Moody&#39;s Corporation,20110921,Moody's downgrades big banks on changed policy ,Moody's Investors Service lowered debt ratings for Bank of America Corp  Citigroup Inc and Wells Fargo & Co on Wednesday  saying the U.S. government is getting less comfortable with bailing out large troubled lenders.,topStory
MCO,Moody&#39;s Corporation,20110921,UPDATE 4-Moody's downgrades big banks on changed US policy , * Moody's sees US government less open to too-big-to-fail,normal
MCO,Moody&#39;s Corporation,20110921,CORRECTED - UPDATE 3-Moody's downgrades big banks on changed US policy , (Corrects paragraph four to show Bank of America is largest U.S. bank by assets  not second largest),normal
MCO,Moody&#39;s Corporation,20110921,Wall Street sinks 3 percent after Fed cites economic "risks" ,NEW YORK Stocks suffered their worst drop in a month after the Federal Reserve said there were "significant downside risks" to the economy even as it took another stab at boosting growth. | Video ,normal
MCO,Moody&#39;s Corporation,20110921,US STOCKS-Wall St sinks 3 pct after Fed cites economic 'risks' , * Dow off 2.5 pct  S&P off 2.9 pct  Nasdaq off 2 pct * For up-to-the-minute market news see [STXNEWS/US]  (Adds graph on banks  quote  updates bullets  volume),normal
MS,Morgan Stanley,20110921,Bank prop trading is dead  long live Delta One ,LONDON Investment banks continue to gamble their own money on financial markets  hiding behind clients  in a widespread practice that risks the wrath of regulators  particularly after Swiss bank UBS lost $2.3 billion in rogue-trading.,topStory
MS,Morgan Stanley,20110921,Bank prop trading is dead  long live Delta One , LONDON  Sept 21 Investment banks continue to gamble their own money on financial markets  hiding behind clients  in a widespread practice that risks the wrath of regulators  particularly after Swiss bank UBS lost $2.3 billion in rogue-trading.,normal
MS,Morgan Stanley,20110921,Banks share over $60 mln in SAB/Foster's deal fees , LONDON  Sept 21 Global brewer SABMiller  raised its bid to buy Foster's Group for A$9.9 billion ($10.2 billion) on Wednesday  netting the target's advisers several million dollars in extra fees.,normal
MS,Morgan Stanley,20110921,Exclusive: Guggenheim reorganizes  phases out Rydex ETF ,NEW YORK Guggenheim Partners LLC is merging 11 asset management businesses into a new $119 billion firm as part of a rebranding effort to attract financial advisers and institutional clients.,normal
NGG,National Grid Transco PLC,20110921,UK to cut 500MW from wind farms as high winds hit Scotland , LONDON  Sept 21 The UK's National Grid warned on Wednesday it expects to curtail 500 megawatts of wind generation in Scotland until 0400 GMT on Thursday owing to bottlenecks in the transmission system which prevent surplus power generated by high wind speeds being transmitted to other parts of the country.,topStory
NGG,National Grid Transco PLC,20110921,UK-France power cable starts maintenance outage , LONDON  Sept 21 The 2 000 Megawatt (MW) power cable linking the British and French power markets has shut for a maintenance outage on Wednesday and Thursday  operator National Grid said.,normal
SID,National Steel Company,20110921,Usiminas controlling bloc has no offer for stake , Sept 21 The group of shareholders that control Brazilian steelmaker Usiminas  have received no formal bid for their stakes in the company  according to a securities filing published on Wednesday.,topStory
NYT,New York Times Company (The),20110921,UPDATE 2-NYTimes sees sharper ad sales drop in third qtr , * Weak categories include national auto and real estate,topStory
NBL,Noble Energy Inc,20110921,Turkey-North Cyprus gas deal set to raise regional tensions ,ANKARA Turkey signed a deal with the breakaway Turkish Cypriot state on Wednesday that will pave the way for offshore gas exploration  in a move set to escalate regional tensions over Mediterranean energy reserves.,topStory
NBL,Noble Energy Inc,20110921,UPDATE 2-Turkey-N.Cyprus gas deal set to raise regional tensions , * Turkish PM calls Cyprus-Israel drilling "madness"   (Adds Erdogan quotes; Cypriot  Greek reactions),normal
NBL,Noble Energy Inc,20110921,Turkish PM calls Cyprus  Israel drilling "madness" ,ANKARA Turkish Prime Minister Tayyip Erdogan described offshore gas drilling by estranged ally Israel and Cyprus as "madness" on Wednesday  raising the stakes in a confrontation over potentially huge deposits in the eastern Mediterranean.,normal
NBL,Noble Energy Inc,20110921,Turkish PM calls Cyprus  Israel drilling "madness" , ANKARA  Sept 21 Turkish Prime Minister Tayyip Erdogan described offshore gas drilling by estranged ally Israel and Cyprus as "madness" on Wednesday  raising the stakes in a confrontation over potentially huge deposits in the eastern Mediterranean.,normal
NMR,Nomura Holdings Inc ADR,20110921,TEXT-S&P: Nomura Real Estate Office Fund Downgraded To 'A-/A-2' , -- It is our view that any future recovery in NOF's financial profile is now more likely to be delayed than we expected  given that we expect portfolio profitability to remain weak amid tough conditions in the office leasing market.,topStory
