ACIW,ACI Worldwide Inc,20110726,UPDATE 3-ACI Worldwide offers to buy S1 Corp; Fundtech deal in doubt , * Says offer gives more value than S1's Fundtech merger plan,topStory
LII,Lennox International Inc,20110726,WRAPUP 2-Consumer markets hurt some industrial earnings , * Engine maker Cummins stock rises on profit beat  (Adds analyst comment  UPS CEO comment  details on other companies' earnings; updates share prices),normal
LYG,Lloyds Banking Group Plc,20110726,Analysis: Bulging cash balances set up funds for deals ,SINGAPORE/DUBAI Global sovereign wealth funds are set to hasten investing the billions of dollars of cash holdings they have built up in a rebound from the 2008 financial crisis that has lifted their combined assets to a record.,topStory
LYG,Lloyds Banking Group Plc,20110726,PRESS DIGEST - British business - July 26 , Weak growth is putting Britain's AAA sovereign credit rating at risk  analysts have warned ahead of Tuesday's UK GDP figures.,normal
LMT,Lockheed Martin Corporation,20110726,Activists come of age at "Oscars" for hackers ,BOSTON The computer hacking community is gearing up for its own version of the annual Oscars  with two notorious "hacktivist" groups and industry heavyweight WikiLeaks among those vying for the top award.,topStory
LMT,Lockheed Martin Corporation,20110726,UPDATE 1-Australia may reconsider F-35 order after cost blowout  delays , (Adds minister  background  fixes slug  changes dateline),normal
LMT,Lockheed Martin Corporation,20110726,Defense firms brace for tighter US budgets-analysts , * Some firms may feel impact of tighter '12 defense budget,normal
LMT,Lockheed Martin Corporation,20110726,Australia may reconsider F-35 order amid cost blowout: paper , SYDNEY  July 27 Australia may reconsider a A$16 billion ($17.5 billion) plan to buy 100 of Lockheed Martin Corp's F-35 Joint Strike Fighters because of delivery delays and cost overruns  the Australian Financial Review said on Wednesday.,normal
LMT,Lockheed Martin Corporation,20110726,Activists come of age at 'Oscars' for hackers , BOSTON  July 26 The computer hacking community is gearing up for its own version of the annual Oscars  with two notorious "hacktivist" groups and industry heavyweight WikiLeaks among those vying for the top award.,normal
LMT,Lockheed Martin Corporation,20110726,Lockheed tops estimates; year EPS view raised ,ATLANTA Lockheed Martin Corp  topped Wall Street quarterly profit estimates as sales rose in its fighter jet and military plane division  and the company raised its full-year earnings forecast.,normal
LMT,Lockheed Martin Corporation,20110726,CORRECTED - UPDATE 3-Lockheed tops estimates; year EPS view raised ,  (Corrects paragraph 11 to change aircraft model to F-35; Corrects paragraph 12 to change aircraft model to F-16),normal
MTW,Manitowoc Company Inc (The),20110726,UPDATE 1-Manitowoc Q2 earnings miss Wall Street view , * Shares down 3 pct in extended trade   (Follows alerts),topStory
MAN,ManpowerGroup,20110726,UPDATE 2-Adecco to buy U.S. firm Drake Beam Morin , ZURICH  July 26 Adecco   the world's largest staffing company  said it would buy U.S.-based Drake Beam Morin for an enterprise value of 149 million euros in a bid to improve its career transition and development business,topStory
MRO,Marathon Oil Corporation,20110726,UPDATE 1-Marathon Petroleum is looking for deals -CEO , * Also looking for retail in U.S. Southeast  (Adds share price  background  details on midstream),topStory
MRO,Marathon Oil Corporation,20110726,Marathon Petroleum looking for deals-CEO , NEW YORK  July 26 Marathon Petroleum Corp  is on the hunt for acquisitions  as the refiner looks for assets that will fit its strategy of both refining oil and distributing the fuels produced  Chief Executive Officer Gary Heminger said on Tuesday.,normal
MRO,Marathon Oil Corporation,20110726,BP fails to convince investors on strategy ,LONDON BP Plc Chief Executive Bob Dudley's pledge of strong long-term growth failed to reassure investors concerned about the company's post-oil spill strategy and second-quarter results well shy of forecasts. | Video ,normal
MRO,Marathon Oil Corporation,20110726,UPDATE 5-BP fails to convince investors on strategy , * BP among biggest fallers on FTSE 100   (Adds background  detail  updates shares),normal
MRO,Marathon Oil Corporation,20110726,REFILE-UPDATE 3-BP fails to convince investors on strategy , (Repeats to additional clients  removes extraneous word from 4th paragraph),normal
MPC,Marathon Petroleum Corporation,20110726,UPDATE 2-Marathon runs US Midwest refineries at full throttle , * Gasoline demand to rebound if crude falls to $80 to $90,topStory
MPC,Marathon Petroleum Corporation,20110726,UPDATE 1-Marathon Petroleum is looking for deals -CEO , * Also looking for retail in U.S. Southeast  (Adds share price  background  details on midstream),normal
MPC,Marathon Petroleum Corporation,20110726,Marathon Petroleum looking for deals-CEO , NEW YORK  July 26 Marathon Petroleum Corp  is on the hunt for acquisitions  as the refiner looks for assets that will fit its strategy of both refining oil and distributing the fuels produced  Chief Executive Officer Gary Heminger said on Tuesday.,normal
MMI,Marcus & Millichap Inc,20110726,Patents take spotlight as Kodak posts losses ,NEW YORK Eastman Kodak Co posted another loss as the once-iconic photography company faced high raw material costs and struggled to shift its focus from film toward digital cameras and printers.,topStory
MMI,Marcus & Millichap Inc,20110726,CORRECTED - UPDATE 3-Patents take spotlight as Kodak posts losses , (Corrects analysts' estimates for Q2 loss to 67 cents  not 61 cents. Rewrites first paragraph to remove reference to bigger-than-expected loss. Error first appeared in UPDATE 2),normal
MMI,Marcus & Millichap Inc,20110726,Motorola bid to dismiss 3G phones lawsuit fails ,NEW YORK Motorola Solutions Inc lost a bid to dismiss a class-action lawsuit accusing it of misleading shareholders about deteriorating prospects for its cellphone business  resulting in investment losses.,normal
MMI,Marcus & Millichap Inc,20110726,UPDATE 3-Motorola bid to dismiss 3G phones lawsuit fails , * Motorola said to hide weak prospects for its cellphones,normal
MCD,McDonald&#39;s Corporation,20110726,Dunkin' Brands IPO prices at $19 per share ,LOS ANGELES Dunkin' Brands  has raised $422.75 million after pricing its IPO at $19 per share  well above the range set by underwriters  signaling strong demand for this week's biggest deal.,topStory
MCD,McDonald&#39;s Corporation,20110726,UPDATE 3-Dunkin' Brands IPO prices at $19 per share , * Deal gives Dunkin' Brands a market value of $2.4 bln  (Adds valuation  analyst and investor comment  competitors),normal
MCD,McDonald&#39;s Corporation,20110726,Calorie labels change some diners' habits: study ,WASHINGTON New York City's requirement that fast-food restaurants post calorie counts on menus led one in six customers to notice the information and buy foods with fewer calories  according to new research released on Tuesday.,normal
MCD,McDonald&#39;s Corporation,20110726,Calorie labels change some diners' habits-study , WASHINGTON  July 26 New York City's requirement that fast-food restaurants post calorie counts on menus led one in six customers to notice the information and buy foods with fewer calories  according to new research released on Tuesday.,normal
MCD,McDonald&#39;s Corporation,20110726,UPDATE 1-Dunkin' Brands IPO prices at $19 per share , LOS ANGELES  July 26 Dunkin' Brands sold $422.75 million worth of shares at $19 apiece in its initial public offering  an underwriter told Reuters on Tuesday.,normal
MCD,McDonald&#39;s Corporation,20110726,UPDATE 3-Panera sales miss forecast  shares fall , * Raises 2011 EPS forecast in line with Wall Street view,normal
MCD,McDonald&#39;s Corporation,20110726,McDonald's Happy Meals get apples  fewer fries ,LOS ANGELES McDonald's Corp said on Tuesday it will soon tweak its Happy Meals  reducing the french fry portion by more than half and automatically adding apples to the popular children's meals  after coming under pressure from consumer groups to provide healthier fare.,normal
MCD,McDonald&#39;s Corporation,20110726,UPDATE 3-McDonald's Happy Meals get apples  fewer fries , * Will continue to give away toys with Happy Meals  (Adds company and consumer group comment  background; updates share activity),normal
MCD,McDonald&#39;s Corporation,20110726,CORRECTED - UPDATE 2-McDonald's Happy Meals get apples  fewer fries , (Corrects apple portion size in paragraph 6 to quarter cup from half cup),normal
MCD,McDonald&#39;s Corporation,20110726,Dunkin' Brands may raise more than $400 million in IPO ,LOS ANGELES Dunkin' Brands Group this week plans to raise up to $400.5 million in an initial public offering that would help fuel the U.S. expansion of its Dunkin' Donuts coffee brand.,normal
MDT,Medtronic plc,20110726,RPT-PREVIEW-Report could sway U.S. FDA device review process , WASHINGTON  July 25 The Institute of Medicine is poised to advise the U.S. drug regulator how it can refine its medical device approval process to get products to market quickly while protecting patients.,topStory
MRK,Merck & Company Inc,20110726,Astellas sells some rights to heart drug to Merck & Co , TOKYO  July 27 Japan's Astellas said on Wednesday it had agreed to sell the North American rights to the intravenous form of atrial fibrillation drug vernakalant to Merck & Co for an undisclosed sum.,topStory
MRK,Merck & Company Inc,20110726,U.S. FDA advisory meetings through Sept. 20 , LOCATION: Holiday Inn  Ballroom  2 Montgomery Village Ave.  Gaithersburg  Md.,normal
MRK,Merck & Company Inc,20110726,UPDATE 3-Vertex 4-drug hepatitis C combo shows promise , * Half of patients on treatment rid of virus in 12 weeks,normal
MRK,Merck & Company Inc,20110726,Novo Nordisk hit with US lawsuit over overtime pay , COPENHAGEN  July 26 A Californian labour law firm has filed a suit against Danish drugmaker Novo Nordisk  alleging it failed to pay drug sales representatives for overtime as required by state law.,normal
MFG,Mizuho Financial Group Inc,20110726,Australia's Macquarie may face big-bank capital charge: Moody's , (This article was first published on Thomson Reuters Accelus  a leading provider of connected risk and compliance information and online solutions to the global financial services community. http://accelus.thomsonreuters.com),topStory
MCO,Moody&#39;s Corporation,20110726,S&P  Moody's execs to testify before Congress ,WASHINGTON Executives from rating agencies Standard & Poor's and Moody's Investors Service are scheduled to testify on Wednesday on attempts to reform the credit rating industry and the role it is playing in the U.S. debt ceiling debate.,topStory
MCO,Moody&#39;s Corporation,20110726,UPDATE 1-S&P  Moody's execs to testify before Congress , WASHINGTON  July 26 Executives from rating agencies Standard & Poor's and Moody's Investors Service are scheduled to testify on Wednesday on attempts to reform the credit rating industry and the role it is playing in the U.S. debt ceiling debate.,normal
MCO,Moody&#39;s Corporation,20110726,S&P  Moody's execs to testify before Congress , WASHINGTON  July 26 Executives from rating agencies Standard & Poor's and Moody's Investors Service are scheduled to testify on Wednesday on attempts to reform the credit rating industry and the role it is playing in the U.S. debt ceiling debate.,normal
