AEIS,Advanced Energy Industries Inc,20110804,Analysis: SMA Solar faces profit margin struggle ,FRANKFURT Europe's biggest solar company is unlikely to meet profit margin forecasts this year  analysts say  as demand in its largest markets collapses and global competitors start to force down prices.,topStory
LM,Legg Mason Inc,20110804,Peltz raises stake in Legg Mason  stays below cap , BOSTON  Aug 4 Nelson Peltz's firm raised its stake in Legg Mason Inc   a securities filing shows  but it remains below the 9.9 percent ownership ceiling to which the activist investor agreed when he joined the board of the Baltimore asset manager in 2009.,topStory
LMHA,Legg Mason Inc,20110804,Peltz raises stake in Legg Mason  stays below cap , BOSTON  Aug 4 Nelson Peltz's firm raised its stake in Legg Mason Inc   a securities filing shows  but it remains below the 9.9 percent ownership ceiling to which the activist investor agreed when he joined the board of the Baltimore asset manager in 2009.,topStory
LMHB,Legg Mason Inc,20110804,Peltz raises stake in Legg Mason  stays below cap , BOSTON  Aug 4 Nelson Peltz's firm raised its stake in Legg Mason Inc   a securities filing shows  but it remains below the 9.9 percent ownership ceiling to which the activist investor agreed when he joined the board of the Baltimore asset manager in 2009.,topStory
LYG,Lloyds Banking Group Plc,20110804,UPDATE 1-Regulator asks UK banks to detail Belgium exposure -Lloyds , * Belgium added to list of 'problem' countries - Lloyds CFO,topStory
LYG,Lloyds Banking Group Plc,20110804,FSA seeking fuller details on UK banks' sovereign exposure , LONDON  Aug 4 Britain's Financial Services Authority (FSA) regulator said on Thursday it had been in talks with the country's banks over getting a fuller disclosure on their exposure to countries with high sovereign debt yields.,normal
LYG,Lloyds Banking Group Plc,20110804,FSA asks UK banks to detail Belgium exposure -Lloyds , LONDON  Aug 4 Britain's Financial Services Authority (FSA) regulator has asked UK banks to detail their exposure to Belgian sovereign debt  the finance director of British bank Lloyds said on Thursday.,normal
LYG,Lloyds Banking Group Plc,20110804,UPDATE 1-Lloyds sells 1.8 bln stg of troubled-loan property , LONDON  Aug 4 Lloyds sold 1.8 billion pounds ($2.9 billion) of real estate backed by troubled loans in the first half of 2011  and said "significant sales" would follow as a recovery in UK property values slows.,normal
LYG,Lloyds Banking Group Plc,20110804,Ireland  mis-selling push Lloyds $5.3 billion into red ,LONDON Lloyds  slumped to a 3.25 billion pound ($5.3 billion) first half loss  hit by the cost of compensating customers mis-sold insurance and as bad loans in Ireland and Australia piled up.,normal
LYG,Lloyds Banking Group Plc,20110804,UPDATE 2-Ireland  mis-selling push Lloyds $5.3 bln into red , LONDON  Aug 4 Lloyds slumped to a 3.25 billion pound ($5.3 bln) first half loss  hit by the cost of compensating customers mis-sold insurance and as bad loans in Ireland and Australia piled up.,normal
LYG,Lloyds Banking Group Plc,20110804,UPDATE 1-Ireland  mis-selling push Lloyds $5.3 bln into red , LONDON  Aug 4 Lloyds slumped to a 3.25 billion pound ($5.3 bln) first half loss  hit by the cost of compensating customers mis-sold insurance and as losses on bad loans in Ireland continued to pile up.,normal
LYG,Lloyds Banking Group Plc,20110804,Lloyds pushed $5.3 bln into red by insurance mis-selling , LONDON  Aug 4 Compensating customers who were mis-sold insurance pushed Lloyds 3.25 billion pounds ($5.3 bln) into the red in the first half but the loss was broadly as expected and the British bank reiterated its full-year guidance.,normal
LYG,Lloyds Banking Group Plc,20110804,Lloyds pushed $5.3 bln into red by insurance mis-selling , LONDON  Aug 4 Compensating customers who were mis-sold insurance pushed Lloyds 3.25 billion pounds ($5.3 bln) into the red in the first half but the loss was broadly as expected and the British bank reiterated its full-year guidance.,normal
LMT,Lockheed Martin Corporation,20110804,Boeing picks Atlas 5 rocket for space taxis , CAPE CANAVERAL  Fla.  Aug 4 Boeing Co  announced plans to launch its seven-seat spaceship on a test run to the International Space Station in 2015 using Atlas 5 rockets built by its United Launch Alliance venture.,topStory
LMT,Lockheed Martin Corporation,20110804,RPT-UPDATE 4-'State actor' behind slew of cyber attacks , * 'Operation Shady RAT' took data from at least 72 victims,normal
MAC,Macerich Company (The),20110804,Borders landlords wary of lease sale plan ,NEW YORK Borders Group Inc's  plan to auction its leases as it liquidates its bookstores is meeting opposition from landlords  who say the plan does not protect their interests.,topStory
MAC,Macerich Company (The),20110804,Borders landlords wary of lease sale plan , NEW YORK  Aug 4 Borders Group Inc's  plan to auction its leases as it liquidates its bookstores is meeting opposition from landlords  who say the plan does not protect their interests.,normal
M,Macy&#39;s Inc,20110804,U.S. retailers' July same-store sales review , http://r.reuters.com/tuq92s  	 	 Click on the above link for a Thomson Reuters report that reviews July same-store sales performance at U.S. retailers,topStory
M,Macy&#39;s Inc,20110804,U.S. retailers' July same-store sales , http://r.reuters.com/cuq92s	 Click on the attached link for a table that compares U.S. retailers' reported July same-store sales with analyst estimates published by Thomson Reuters data.,normal
MMP,Magellan Midstream Partners LP,20110804,UPDATE 1-Delek upping WTI-priced oil at Arkansas refinery , * Company seeking to run more cheaper WTI-priced crude  (Adds details  quotes),topStory
MRO,Marathon Oil Corporation,20110804,UPDATE 1-Shell completes maintenance at oil sands project , CALGARY  Alberta  Aug 4 Royal Dutch Shell Plc  said on Thursday it had completed unplanned maintenance at its oil sands mining site in northern Alberta and operations had returned to normal.,topStory
MRO,Marathon Oil Corporation,20110804,UPDATE 2-Weak Q2 profit pulls Western Refining shares to 5-week low , * Shares down as much as 13 pct   (Adds analyst comment  conference call details; updates shares),normal
MPC,Marathon Petroleum Corporation,20110804,UPDATE 1-Plains All American to double rail capacity ,  * Patoka and St. James to hold more Bakken  Cushing oil  (Adds details),topStory
MPC,Marathon Petroleum Corporation,20110804,FACTBOX-Schedule of U.S. SPR oil deliveries , WASHINGTON  Aug 4 Following is the U.S. Energy Department's latest update on the companies that have received the oil they bought from the Strategic Petroleum Reserve.,normal
MMI,Marcus & Millichap Inc,20110804,Nokia Siemens Networks starts cutting 1 500 jobs ,LONDON Nokia Siemens Networks has begun cutting 1 500 jobs from the 6 900 staff it acquired with its $1.2 billion acquisition of Motorola's telecoms network unit in April  a spokesman said on Thursday.,topStory
MMI,Marcus & Millichap Inc,20110804,Nokia Siemens Networks starts cutting 1 500 jobs , LONDON  Aug 4 Nokia Siemens Networks [NSN.UL] has begun cutting 1 500 jobs from the 6 900 staff it acquired with its $1.2 billion acquisition of Motorola's  telecoms network unit in April  a spokesman said on Thursday.,normal
MMI,Marcus & Millichap Inc,20110804,Google cries foul on Apple  Microsoft mobile gang-up ,LOS ANGELES Google Inc  fresh from losing a bid to buy thousands of patents from bankrupt Nortel  lashed out at its biggest rivals on Wednesday and accused them of banding together to block the Internet giant in the red-hot smartphone arena.,normal
MMI,Marcus & Millichap Inc,20110804,UPDATE 2-Google cries foul on Apple  Microsoft mobile gang-up , * Android-based handsets under pressure from patent suits,normal
MMS,Maximus Inc,20110804,UPDATE 1-Maximus Q3 beats Wall Street view , * Q3 rev $238.3 mln vs est $233.1 mln   (Follows alerts),topStory
MDR,McDermott International Inc,20110804,UPDATE 3-Fluor profit beats estimates  shares rise , * Q2 EPS 94 cents vs 81 cents expected by Wall St analysts,topStory
MCD,McDonald&#39;s Corporation,20110804,Insight: CEOs warned: mind the pay gap ,LONDON A stuttering economy and anemic profit growth means company bosses' pay is unlikely to rise as fast this year as in 2010  but complaints from politicians and disgruntled shareholders over executive rewards are not going away.,topStory
MCD,McDonald&#39;s Corporation,20110804,INSIGHT-CEOs warned: mind the pay gap , LONDON  Aug 4 A stuttering economy and anaemic profit growth means company bosses' pay is unlikely to rise as fast this year as in 2010  but complaints from politicians and disgruntled shareholders over executive rewards are not going away.,normal
MED,MEDIFAST INC,20110804,UPDATE 1-Medifast Q2 misses Street on higher ad expenses , Aug 4 Medifast Inc posted quarterly results that missed analysts' estimates hurt by increased advertising and marketing expenses  sending its shares down 13 percent in after-market trade.,topStory
MDT,Medtronic plc,20110804,UPDATE 1-Medtronic hires Yale experts for spine drug review ,   * To pay Yale $2.5 mln to lead review on Infuse product,topStory
MDT,Medtronic plc,20110804,Medtronic hires Yale experts for spine drug review ,   * To pay Yale $2.5 mln to lead review on Infuse product,normal
MFG,Mizuho Financial Group Inc,20110804,FSA charges ex-Mizuho banker with insider dealing , LONDON  Aug 4 Britain's Financial Services Authority (FSA) has charged former Mizuho investment banker Thomas Ammann and two of his associates with insider dealing  the regulator said on Thursday.,topStory
MON,Monsanto Company,20110804,Monsanto launching its first biotech sweet corn ,ST. LOUIS  Missouri Monsanto Co. is preparing to launch a genetically altered sweet corn  marking the global seed company's first commercial combination of its biotechnology with a consumer-oriented vegetable product.,topStory
MON,Monsanto Company,20110804,Monsanto launching its first biotech sweet corn , ST. LOUIS  Mo.  Aug 4 Monsanto Co.  is preparing to launch a genetically altered sweet corn  marking the global seed company's first commercial combination of its biotechnology with a consumer-oriented vegetable product.,normal
MON,Monsanto Company,20110804,Paraguay aims to grow more cotton using GMO seeds , * Gov't sees bigger cotton area this season due high prices,normal
MCO,Moody&#39;s Corporation,20110804,RPT-UPDATE 1-Italy prosecutors seize Moody's  S&P documents , MILAN  Aug 4 Italian prosecutors have seized documents at the offices of rating agencies Moody's and Standard & Poor's in a probe over suspected "anomalous" fluctuations in Italian share prices  a prosecutor said on Thursday.,topStory
MS,Morgan Stanley,20110804,MOVES-Jefferies  KPMG  Permira  UBS Wealth Management , Aug 4 The following financial services industry appointments were announced on Thursday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
MS,Morgan Stanley,20110804,UPDATE 1-Ex-Maverick Mehta's Steadview eyes $100 mln after 92 pct return , * India focused hedge fund grows assets five times in 2011,normal
MS,Morgan Stanley,20110804,RPT-Ex-Maverick Mehta's Steadview eyes $100 mln after 92 pct return , HONG KONG  Aug 4 Steadview  a hedge fund seeded by former Goldman Sachs (Asia) chairman Mark Schwartz  sees its assets tripling to $100 million in the next year  backed by strong investor interest after recording a 92 percent return since launching in July 2009  founder Ravi Mehta said.,normal
MS,Morgan Stanley,20110804,Ex-Maverick Mehta's Steadview eyes $100 mln after 92 pct return , HONG KONG  Aug 4 Steadview  a hedge fund seeded by former Goldman Sachs (Asia) chairman Mark Schwartz  sees its assets tripling to $100 million in the next year  backed by strong investor interest after recording a 92 percent return since launching in July 2009  founder Ravi Mehta said.,normal
MSCI,MSCI Inc,20110804,UPDATE 1-MSCI Q2 profit tops Street on RiskMetrics buy , Aug 4 MSCI Inc's second-quarter profit beat Wall Street estimates as the investment analysis and market index company's acqusition of RiskMetrics boosted revenue.,topStory
